0,-1.3073204860150294
1,-0.638952516285486
2,-1.1167721676883058
5,-1.11060014473948
6,-0.6749048619568212
8,-0.911402336352645
10,-1.0999759524343704
12,-1.1153238389245994
14,-1.117592954285743
15,-1.02534152526907
17,-1.0587994661337377
18,-1.175680349150611
20,-0.9183013676899195
21,-1.0587994661337377
22,-1.115564769952809
27,-0.04144016788033164
30,-0.9005924884328802
31,-0.21885661381802526
34,-0.5547390336317789
35,-0.8096153831031668
37,-1.1153238389245994
38,-1.3623810923300392
39,-1.2576193879200597
40,-1.2794997287741103
45,-1.1153238389245994
46,-1.205660676675825
48,-1.3156040814951107
49,-1.1780642917461464
50,-1.3716206586071524
51,-1.1182215179406727
52,-0.5957412021174324
54,-0.5354588151496873
55,-0.823198442605635
60,-1.1248527920470928
62,-0.5452323169050144
64,-0.9005924884328802
65,-1.116761764829992
66,-1.0871439060899393
68,-1.6952535943968674
71,-1.3730021353004842
74,-0.6365173413256273
75,-1.119962085537593
76,-1.1171106444961403
77,-1.1153238389245994
78,-0.7388682466135355
79,-1.0647171137120341
81,-1.0985981257668567
85,-1.591335236546138
89,-1.1153238389245994
90,-1.1153238389245994
92,-0.7249786603126933
96,-0.8314002322003718
97,-0.5256749934701095
100,-1.1171106444961403
101,-1.1171106444961403
102,-0.4343921089852619
103,-1.1083376229465391
104,-1.4943212507140353
105,-1.1171106444961403
107,-1.1185115105028842
108,-1.1171106444961403
109,-1.103626979223783
113,-1.275150166100165
116,-1.1188015438881336
118,-0.02854247255614264
122,-1.0366089915114836
124,-0.4343921089852619
127,-1.125871200910837
132,-1.2177621894881345
133,-1.082435246241071
140,-0.8696299067624542
141,-1.1188015438881336
142,-1.2014398412432117
144,-1.0757560416325773
145,-0.8832119344098073
150,-1.0641527308652012
154,-1.123883729936682
155,-0.539758178499034
156,-1.1189953089294653
157,-1.1153238389245994
158,-1.1082418187862042
159,-1.6773376670579423
161,-1.0281063359432254
162,-1.1185115105028842
165,-0.8178002227903857
167,-0.744757577376327
170,-0.8426768252472261
171,-1.510491292243613
172,-1.1649766034605031
173,-1.1167721676883058
175,-1.204194275745236
178,-1.0587994661337377
179,-1.2106483230152216
181,-1.0358704700672827
185,-0.6907845693790184
187,-0.9126182905151211
188,-1.1138175327376678
190,-1.0587994661337377
193,-0.9959708836615577
194,-0.9005924884328802
196,-1.1188015438881336
198,-1.1188015438881336
200,-1.0985981257668567
202,-1.1334041983775511
204,-1.1153238389245994
205,-1.000870774077121
206,-1.2014398412432117
208,-1.1188015438881336
210,-1.1269390280205283
211,-0.9709484163893961
214,-1.3010431806672078
215,-0.36036331894442386
218,-0.4902331442144909
220,-1.1153238389245994
222,-1.1153238389245994
223,-1.1171106444961403
229,-1.360499901782376
230,-0.5452323169050144
231,-1.1185115105028842
233,-1.3784786064509607
235,-1.1211232798676987
236,-1.082435246241071
238,-1.0871439060899393
239,-1.0669763215955332
240,-1.2183179235024435
241,-1.205660676675825
242,-1.0871439060899393
243,-1.1260656281392172
245,-0.6099108957143736
